school_code,date,meal,served_total,offered_total,planned_total,discarded_total,leftover_total,production_cost_total,discarded_cost_total,school_name,region,region_num,school_level,distribution_kitchen,fns_area,cep,school_name_norm,cost_per_meal,deviation_vs_planned,waste_qty,waste_rate,discarded_cost_per_meal,year,month,week,day
250,2025-05-09,Lunch,50.0,2454.0,13806.0,10334.0,6238.0,3423.12,1.6,CHANTILLY HS,Region 5,5,HS,Chantilly,1,0,CHANTILLY HS,68.4624,-13756.0,10334.0,4.2110839445802775,0.032,2025,5,19,9
114,2025-05-09,Lunch,58.0,20.0,3528.0,56966.0,130.0,1457.46,9.68,Bren Mar Park Elementary,Region 6,6,ES,Hayfield,3,1,BREN MAR PARK ES,25.128620689655172,-3470.0,56966.0,2848.3,0.1668965517241379,2025,5,19,9
333,2025-05-09,Breakfast,20.0,0.0,284.0,3704.0,114.0,128.06,8.2,Oak Hill Elementary,Region 5,5,ES,Westfield,10,0,OAK HILL ES,6.4030000000000005,-264.0,3704.0,0.0,0.41,2025,5,19,9
422,2025-05-09,Breakfast,0.0,6.0,524.0,0.0,512.0,75.3,0.0,South County Middle,Region 4,4,MS,South County,7,0,SOUTH COUNTY MS,0.0,-524.0,512.0,85.33333333333333,0.0,2025,5,19,9
304,2025-05-09,Breakfast,8.0,0.0,256.0,10000.0,200.0,125.4,5.6,Armstrong Elementary,Region 1,1,ES,Herndon,4,0,ARMSTRONG ES,15.675,-248.0,10000.0,0.0,0.7,2025,5,19,9
26,2025-05-09,Lunch,22.0,8.0,2008.0,5172.0,298.0,1019.54,5.24,Churchill Road Elementary,Region 1,1,ES,Marshall,5,0,CHURCHILL ROAD ES,46.342727272727274,-1986.0,5172.0,646.5,0.2381818181818182,2025,5,19,9
26,2025-05-09,Breakfast,0.0,0.0,294.0,0.0,154.0,127.96,0.0,Churchill Road Elementary,Region 1,1,ES,Marshall,5,0,CHURCHILL ROAD ES,0.0,-294.0,154.0,0.0,0.0,2025,5,19,9
452,2025-05-09,Lunch,40.0,160.0,1810.0,3304.0,408.0,1481.5,15.12,Woodburn Elementary,Region 2,2,ES,Falls Church,2,0,WOODBURN ES,37.0375,-1770.0,3304.0,20.65,0.378,2025,5,19,9
84,2025-05-09,Breakfast,0.0,0.0,1916.0,0.0,294.0,681.5799999999999,0.0,Pine Spring Elementary,Region 2,2,ES,Falls Church,2,1,PINE SPRING ES,0.0,-1916.0,294.0,0.0,0.0,2025,5,19,9
84,2025-05-09,Lunch,0.0,16.0,4676.0,0.0,744.0,1883.2,0.0,Pine Spring Elementary,Region 2,2,ES,Falls Church,2,1,PINE SPRING ES,0.0,-4676.0,744.0,46.5,0.0,2025,5,19,9
17,2025-05-09,Breakfast,4.0,184.0,138.0,832.0,202.0,97.02,1.2599999999999998,Colvin Run Elementary,Region 1,1,ES,Marshall,10,0,COLVIN RUN ES,24.255000000000003,-134.0,832.0,4.521739130434782,0.3149999999999999,2025,5,19,9
17,2025-05-09,Lunch,58.0,744.0,1740.0,5274.0,246.0,968.22,21.04,Colvin Run Elementary,Region 1,1,ES,Marshall,10,0,COLVIN RUN ES,16.69344827586207,-1682.0,5274.0,7.088709677419355,0.3627586206896551,2025,5,19,9
36,2025-05-09,Lunch,0.0,8.0,2160.0,0.0,822.0,1221.6,0.0,Kent Gardens Elementary,Region 2,2,ES,Marshall,5,0,KENT GARDENS ES,0.0,-2160.0,822.0,102.75,0.0,2025,5,19,9
36,2025-05-09,Breakfast,0.0,0.0,250.0,0.0,210.0,128.74,0.0,Kent Gardens Elementary,Region 2,2,ES,Marshall,5,0,KENT GARDENS ES,0.0,-250.0,210.0,0.0,0.0,2025,5,19,9
151,2025-05-09,Breakfast,2.0,0.0,332.0,10000.0,128.0,108.02,1.98,Irving Middle,Region 4,4,MS,Hayfield,9,0,IRVING MS,54.01,-330.0,10000.0,0.0,0.99,2025,5,19,9
161,2025-05-09,Lunch,70.0,0.0,8132.0,6374.0,1602.0,1951.66,42.7,Key Middle,Region 6,6,MS,Hayfield,3,1,KEY MS,27.880857142857145,-8062.0,6374.0,0.0,0.61,2025,5,19,9
151,2025-05-09,Lunch,98.0,16.0,6412.0,37748.0,484.0,2385.48,44.9,Irving Middle,Region 4,4,MS,Hayfield,9,0,IRVING MS,24.341632653061225,-6314.0,37748.0,2359.25,0.4581632653061224,2025,5,19,9
452,2025-05-09,Breakfast,0.0,8.0,1286.0,0.0,190.0,403.28,0.0,Woodburn Elementary,Region 2,2,ES,Falls Church,2,0,WOODBURN ES,0.0,-1286.0,190.0,23.75,0.0,2025,5,19,9
63,2025-05-09,Breakfast,0.0,16.0,184.0,0.0,90.0,61.78,0.0,Flint Hill Elementary,Region 1,1,ES,Chantilly,1,0,FLINT HILL ES,0.0,-184.0,90.0,5.625,0.0,2025,5,19,9
63,2025-05-09,Lunch,22.0,268.0,1032.0,5180.0,32.0,905.08,2.74,Flint Hill Elementary,Region 1,1,ES,Chantilly,1,0,FLINT HILL ES,41.14,-1010.0,5180.0,19.328358208955223,0.1245454545454545,2025,5,19,9
132,2025-05-09,Lunch,14.0,8.0,2372.0,1148.0,400.0,956.46,9.08,Wakefield Forest Elementary,Region 5,5,ES,Chantilly,1,0,WAKEFIELD FOREST ES,68.31857142857143,-2358.0,1148.0,143.5,0.6485714285714286,2025,5,19,9
456,2025-05-09,Lunch,48.0,268.0,2842.0,1622.0,490.0,2270.2799999999997,27.36,Belvedere Elementary,Region 2,2,ES,Falls Church,2,0,BELVEDERE ES,47.29749999999999,-2794.0,1622.0,6.052238805970149,0.57,2025,5,19,9
325,2025-05-09,Lunch,32.0,0.0,2372.0,9884.0,640.0,893.52,5.5600000000000005,Sunrise Valley Elementary,Region 1,1,ES,Herndon,4,0,SUNRISE VALLEY ES,27.9225,-2340.0,9884.0,0.0,0.17375,2025,5,19,9
18,2025-05-09,Lunch,50.0,0.0,3766.0,3494.0,428.0,1925.6,15.4,Spring Hill Elementary,Region 1,1,ES,Marshall,5,0,SPRING HILL ES,38.512,-3716.0,3494.0,0.0,0.308,2025,5,19,9
75,2025-05-09,Breakfast,0.0,0.0,608.0,0.0,370.0,229.32,0.0,Westgate Elementary,Region 5,5,ES,Marshall,5,0,WESTGATE ES,0.0,-608.0,370.0,0.0,0.0,2025,5,19,9
75,2025-05-09,Lunch,152.0,10.0,1898.0,49742.0,560.0,980.42,35.72,Westgate Elementary,Region 5,5,ES,Marshall,5,0,WESTGATE ES,6.450131578947368,-1746.0,49742.0,4974.2,0.235,2025,5,19,9
130,2025-05-09,Lunch,222.0,4.0,18458.0,22154.0,1626.0,3221.74,50.96,Woodson High,Region 5,5,HS,Chantilly,1,0,WOODSON HS,14.512342342342343,-18236.0,22154.0,5538.5,0.2295495495495495,2025,5,19,9
27,2025-05-09,Lunch,120.0,8.0,1924.0,51296.0,226.0,843.36,34.38,McNair Upper Elementary,Region 5,5,ES,Herndon,10,0,MCNAIR UPPER ES,7.0280000000000005,-1804.0,51296.0,6412.0,0.2865,2025,5,19,9
191,2025-05-09,Breakfast,0.0,0.0,584.0,0.0,230.0,89.3,0.0,Twain Middle,Region 3,3,MS,Hayfield,3,0,TWAIN MS,0.0,-584.0,230.0,0.0,0.0,2025,5,19,9
127,2025-05-09,Breakfast,10.0,0.0,890.0,5600.0,196.0,265.62,5.0,Lane Elementary,Region 6,6,ES,Hayfield,3,0,LANE ES,26.562,-880.0,5600.0,0.0,0.5,2025,5,19,9
166,2025-05-09,Breakfast,10.0,0.0,1282.0,4626.0,196.0,699.0,6.48,Crestwood Elementary,Region 6,6,ES,Hayfield,9,1,CRESTWOOD ES,69.9,-1272.0,4626.0,0.0,0.648,2025,5,19,9
143,2025-05-09,Breakfast,6.0,12.0,526.0,16666.0,166.0,131.22,0.84,Ravensworth Elementary,Region 4,4,ES,Chantilly,9,0,RAVENSWORTH ES,21.87,-520.0,16666.0,1388.8333333333333,0.1399999999999999,2025,5,19,9
30,2025-05-09,Lunch,72.0,44.0,10142.0,45048.0,1114.0,2309.86,23.46,McLean High,Region 2,2,HS,Marshall,5,0,MCLEAN HS,32.08138888888889,-10070.0,45048.0,1023.818181818182,0.3258333333333333,2025,5,19,9
102,2025-05-09,Breakfast,0.0,0.0,2370.0,0.0,424.0,1089.92,0.0,Parklawn Elementary,Region 2,2,ES,Falls Church,2,1,PARKLAWN ES,0.0,-2370.0,424.0,0.0,0.0,2025,5,19,9
102,2025-05-09,Lunch,56.0,0.0,6506.0,1826.0,2716.0,2795.36,6.460000000000001,Parklawn Elementary,Region 2,2,ES,Falls Church,2,1,PARKLAWN ES,49.917142857142856,-6450.0,1826.0,0.0,0.1153571428571428,2025,5,19,9
207,2025-05-09,Lunch,24.0,42.0,1870.0,1970.0,206.0,1206.22,13.82,Bucknell Elementary,Region 3,3,ES,Mount Vernon,6,1,BUCKNELL ES,50.259166666666665,-1846.0,1970.0,46.904761904761905,0.5758333333333333,2025,5,19,9
207,2025-05-09,Breakfast,0.0,0.0,474.0,0.0,266.0,342.68,0.0,Bucknell Elementary,Region 3,3,ES,Mount Vernon,6,1,BUCKNELL ES,0.0,-474.0,266.0,0.0,0.0,2025,5,19,9
420,2025-05-09,Breakfast,0.0,0.0,692.0,0.0,324.0,188.26,0.0,SOUTH COUNTY HS,Region 4,4,HS,South County,7,0,SOUTH COUNTY HS,0.0,-692.0,324.0,0.0,0.0,2025,5,19,9
206,2025-05-09,Breakfast,0.0,0.0,1422.0,0.0,1186.0,1197.74,0.0,Hybla Valley Elementary,Region 3,3,ES,Mount Vernon,6,1,HYBLA VALLEY ES,0.0,-1422.0,1186.0,0.0,0.0,2025,5,19,9
323,2025-05-09,Lunch,0.0,16.0,2722.0,0.0,462.0,1137.4,0.0,Terraset Elementary,Region 1,1,ES,Herndon,4,0,TERRASET ES,0.0,-2722.0,462.0,28.875,0.0,2025,5,19,9
206,2025-05-09,Lunch,116.0,80.0,4994.0,7118.0,1320.0,2074.1800000000003,22.12,Hybla Valley Elementary,Region 3,3,ES,Mount Vernon,6,1,HYBLA VALLEY ES,17.88086206896552,-4878.0,7118.0,88.975,0.1906896551724138,2025,5,19,9
161,2025-05-09,Breakfast,4.0,0.0,732.0,526.0,84.0,280.46000000000004,1.64,Key Middle,Region 6,6,MS,Hayfield,3,1,KEY MS,70.11500000000001,-728.0,526.0,0.0,0.41,2025,5,19,9
420,2025-05-09,Lunch,8.0,330.0,12916.0,1226.0,3868.0,3024.52,7.26,SOUTH COUNTY HS,Region 4,4,HS,South County,7,0,SOUTH COUNTY HS,378.065,-12908.0,1226.0,3.7151515151515153,0.9075,2025,5,19,9
231,2025-05-09,Lunch,0.0,0.0,5476.0,0.0,1246.0,1816.86,0.0,Sandburg Middle,Region 3,3,MS,Mount Vernon,6,0,SANDBURG MS,0.0,-5476.0,1246.0,0.0,0.0,2025,5,19,9
372,2025-05-09,Lunch,4.0,304.0,1762.0,554.0,128.0,578.6,2.5,Cherry Run Elementary,Region 4,4,ES,South County,7,0,CHERRY RUN ES,144.65,-1758.0,554.0,1.8223684210526316,0.625,2025,5,19,9
18,2025-05-09,Breakfast,4.0,0.0,594.0,616.0,154.0,221.74,1.64,Spring Hill Elementary,Region 1,1,ES,Marshall,5,0,SPRING HILL ES,55.435,-590.0,616.0,0.0,0.41,2025,5,19,9
305,2025-05-09,Lunch,6.0,0.0,2158.0,408.0,304.0,899.04,0.68,Aldrin Elementary,Region 1,1,ES,Herndon,4,0,ALDRIN ES,149.84,-2152.0,408.0,0.0,0.1133333333333333,2025,5,19,9
42,2025-05-09,Lunch,104.0,0.0,1636.0,22024.0,356.0,945.62,34.78,Wolftrap Elementary,Region 1,1,ES,Marshall,10,0,WOLFTRAP ES,9.0925,-1532.0,22024.0,0.0,0.3344230769230769,2025,5,19,9
143,2025-05-09,Lunch,30.0,124.0,2762.0,2098.0,740.0,831.7800000000001,1.36,Ravensworth Elementary,Region 4,4,ES,Chantilly,9,0,RAVENSWORTH ES,27.726000000000003,-2732.0,2098.0,16.919354838709676,0.0453333333333333,2025,5,19,9
144,2025-05-09,Breakfast,0.0,0.0,2712.0,0.0,98.0,875.18,0.0,Annandale Terrace Elementary,Region 6,6,ES,Falls Church,9,1,ANNANDALE TERRACE ES,0.0,-2712.0,98.0,0.0,0.0,2025,5,19,9
252,2025-05-09,Lunch,30.0,200.0,2172.0,6020.0,412.0,809.3,14.76,Lees Corner Elementary,Region 5,5,ES,Westfield,10,0,LEES CORNER ES,26.976666666666667,-2142.0,6020.0,30.1,0.492,2025,5,19,9
252,2025-05-09,Breakfast,6.0,0.0,378.0,2142.0,292.0,88.88,2.46,Lees Corner Elementary,Region 5,5,ES,Westfield,10,0,LEES CORNER ES,14.813333333333333,-372.0,2142.0,0.0,0.41,2025,5,19,9
130,2025-05-09,Breakfast,0.0,0.0,1722.0,0.0,174.0,268.44,0.0,Woodson High,Region 5,5,HS,Chantilly,1,0,WOODSON HS,0.0,-1722.0,174.0,0.0,0.0,2025,5,19,9
295,2025-05-09,Lunch,64.0,0.0,1466.0,37682.0,156.0,837.82,17.8,Forestville Elementary,Region 1,1,ES,Herndon,4,0,FORESTVILLE ES,13.0909375,-1402.0,37682.0,0.0,0.278125,2025,5,19,9
295,2025-05-09,Breakfast,18.0,0.0,182.0,20306.0,58.0,114.1,9.52,Forestville Elementary,Region 1,1,ES,Herndon,4,0,FORESTVILLE ES,6.338888888888889,-164.0,20306.0,0.0,0.5288888888888889,2025,5,19,9
166,2025-05-09,Lunch,44.0,0.0,3236.0,6262.0,274.0,2077.64,19.36,Crestwood Elementary,Region 6,6,ES,Hayfield,9,1,CRESTWOOD ES,47.21909090909091,-3192.0,6262.0,0.0,0.44,2025,5,19,9
74,2025-05-09,Breakfast,22.0,14.0,482.0,11402.0,66.0,165.0,9.7,Lemon Road Elementary,Region 5,5,ES,Marshall,5,0,LEMON ROAD ES,7.5,-460.0,11402.0,814.4285714285714,0.4409090909090908,2025,5,19,9
165,2025-05-09,Lunch,32.0,36.0,3940.0,1702.0,138.0,1043.96,21.76,Forestdale Elementary,Region 6,6,ES,Hayfield,3,1,FORESTDALE ES,32.62375,-3908.0,1702.0,47.27777777777778,0.68,2025,5,19,9
127,2025-05-09,Lunch,26.0,0.0,2716.0,3688.0,734.0,1236.08,14.3,Lane Elementary,Region 6,6,ES,Hayfield,3,0,LANE ES,47.54153846153846,-2690.0,3688.0,0.0,0.5499999999999999,2025,5,19,9
396,2025-05-09,Lunch,22.0,0.0,2852.0,870.0,2638.0,1743.52,13.64,Providence Elementary,Region 5,5,ES,Chantilly,1,0,PROVIDENCE ES,79.25090909090909,-2830.0,870.0,0.0,0.62,2025,5,19,9
396,2025-05-09,Breakfast,8.0,0.0,368.0,5334.0,1526.0,277.42,4.64,Providence Elementary,Region 5,5,ES,Chantilly,1,0,PROVIDENCE ES,34.6775,-360.0,5334.0,0.0,0.58,2025,5,19,9
254,2025-05-09,Lunch,0.0,0.0,2780.0,0.0,42.0,1264.24,0.0,Greenbriar East Elementary,Region 5,5,ES,Westfield,8,0,GREENBRIAR EAST ES,0.0,-2780.0,42.0,0.0,0.0,2025,5,19,9
335,2025-05-09,Breakfast,2.0,0.0,650.0,200.0,316.0,572.26,0.66,McNair Elementary,Region 5,5,ES,Herndon,10,0,MCNAIR ES,286.13,-648.0,200.0,0.0,0.33,2025,5,19,9
21,2025-05-09,Lunch,38.0,0.0,5670.0,37280.0,1770.0,1830.0,6.62,Cooper Middle,Region 1,1,MS,Marshall,5,0,COOPER MS,48.1578947368421,-5632.0,37280.0,0.0,0.1742105263157894,2025,5,19,9
35,2025-05-09,Breakfast,24.0,176.0,170.0,12778.0,134.0,113.0,12.16,Chesterbrook Elementary,Region 2,2,ES,Marshall,5,0,CHESTERBROOK ES,4.708333333333333,-146.0,12778.0,72.60227272727273,0.5066666666666667,2025,5,19,9
35,2025-05-09,Lunch,0.0,982.0,1576.0,0.0,98.0,568.94,0.0,Chesterbrook Elementary,Region 2,2,ES,Marshall,5,0,CHESTERBROOK ES,0.0,-1576.0,98.0,0.0997963340122199,0.0,2025,5,19,9
335,2025-05-09,Lunch,56.0,16.0,2564.0,21692.0,834.0,740.36,22.72,McNair Elementary,Region 5,5,ES,Herndon,10,0,MCNAIR ES,13.220714285714283,-2508.0,21692.0,1355.75,0.4057142857142857,2025,5,19,9
20,2025-05-09,Lunch,10.0,5252.0,3014.0,1092.0,714.0,2351.7,3.74,Langley High,Region 1,1,HS,Marshall,5,0,LANGLEY HS,235.17,-3004.0,1092.0,0.2079207920792079,0.374,2025,5,19,9
20,2025-05-09,Breakfast,0.0,38.0,234.0,0.0,100.0,159.26,0.0,Langley High,Region 1,1,HS,Marshall,5,0,LANGLEY HS,0.0,-234.0,100.0,2.6315789473684212,0.0,2025,5,19,9
21,2025-05-09,Breakfast,10.0,0.0,154.0,14286.000000000002,92.0,60.54,4.7,Cooper Middle,Region 1,1,MS,Marshall,5,0,COOPER MS,6.054,-144.0,14286.000000000002,0.0,0.47,2025,5,19,9
264,2025-05-09,Breakfast,16.0,12.0,180.0,10668.0,72.0,74.3,5.039999999999999,Poplar Tree Elementary,Region 5,5,ES,Westfield,8,0,POPLAR TREE ES,4.64375,-164.0,10668.0,889.0,0.3149999999999999,2025,5,19,9
264,2025-05-09,Lunch,82.0,30.0,1662.0,17930.0,476.0,935.18,9.72,Poplar Tree Elementary,Region 5,5,ES,Westfield,8,0,POPLAR TREE ES,11.404634146341465,-1580.0,17930.0,597.6666666666666,0.1185365853658536,2025,5,19,9
163,2025-05-09,Lunch,0.0,250.0,1814.0,0.0,216.0,844.88,0.0,Springfield Estates Elementary,Region 6,6,ES,Hayfield,3,0,SPRINGFIELD ESTATES ES,0.0,-1814.0,216.0,0.864,0.0,2025,5,19,9
95,2025-05-09,Breakfast,0.0,0.0,1254.0,0.0,222.0,564.24,0.0,Westlawn Elementary,Region 2,2,ES,Falls Church,2,1,WESTLAWN ES,0.0,-1254.0,222.0,0.0,0.0,2025,5,19,9
100,2025-05-09,Breakfast,0.0,2.0,1166.0,0.0,400.0,691.6,0.0,Justice High,Region 2,2,HS,Falls Church,2,1,JUSTICE HS,0.0,-1166.0,400.0,200.0,0.0,2025,5,19,9
100,2025-05-09,Lunch,158.0,52.0,11318.0,40566.0,1682.0,3111.64,40.9,Justice High,Region 2,2,HS,Falls Church,2,1,JUSTICE HS,19.693924050632912,-11160.0,40566.0,780.1153846153846,0.2588607594936709,2025,5,19,9
231,2025-05-09,Breakfast,0.0,0.0,286.0,0.0,162.0,149.96,0.0,Sandburg Middle,Region 3,3,MS,Mount Vernon,6,0,SANDBURG MS,0.0,-286.0,162.0,0.0,0.0,2025,5,19,9
82,2025-05-09,Breakfast,0.0,0.0,1202.0,0.0,304.0,404.88,0.0,Timber Lane Elementary,Region 2,2,ES,Falls Church,2,0,TIMBER LANE ES,0.0,-1202.0,304.0,0.0,0.0,2025,5,19,9
286,2025-05-09,Breakfast,0.0,74.0,816.0,0.0,318.0,156.52,0.0,Floris Elementary,Region 5,5,ES,Herndon,10,0,FLORIS ES,0.0,-816.0,318.0,4.297297297297297,0.0,2025,5,19,9
286,2025-05-09,Lunch,106.0,284.0,2490.0,41682.0,356.0,863.26,29.1,Floris Elementary,Region 5,5,ES,Herndon,10,0,FLORIS ES,8.143962264150943,-2384.0,41682.0,146.76760563380282,0.2745283018867924,2025,5,19,9
154,2025-05-09,Breakfast,0.0,28.0,612.0,0.0,142.0,280.26,0.0,Cardinal Forest Elementary,Region 4,4,ES,South County,9,0,CARDINAL FOREST ES,0.0,-612.0,142.0,5.071428571428571,0.0,2025,5,19,9
95,2025-05-09,Lunch,20.0,12.0,4022.0,4584.0,232.0,1927.1,1.7000000000000002,Westlawn Elementary,Region 2,2,ES,Falls Church,2,1,WESTLAWN ES,96.355,-4002.0,4584.0,382.0,0.085,2025,5,19,9
302,2025-05-09,Breakfast,24.0,0.0,856.0,5066.0,94.0,691.7,11.28,Forest Edge Elementary,Region 1,1,ES,Herndon,4,1,FOREST EDGE ES,28.820833333333336,-832.0,5066.0,0.0,0.47,2025,5,19,9
165,2025-05-09,Breakfast,0.0,0.0,1032.0,0.0,30.0,486.14,0.0,Forestdale Elementary,Region 6,6,ES,Hayfield,3,1,FORESTDALE ES,0.0,-1032.0,30.0,0.0,0.0,2025,5,19,9
302,2025-05-09,Lunch,8.0,28.0,2554.0,358.0,210.0,1050.36,4.56,Forest Edge Elementary,Region 1,1,ES,Herndon,4,1,FOREST EDGE ES,131.295,-2546.0,358.0,12.785714285714286,0.57,2025,5,19,9
501,2025-05-09,Lunch,88.0,8.0,6482.0,22044.0,920.0,2983.98,46.44,Johnson Middle,Region 5,5,MS,Chantilly,1,0,JOHNSON MS,33.908863636363634,-6394.0,22044.0,2755.5,0.5277272727272727,2025,5,19,9
27,2025-05-09,Breakfast,4.0,0.0,360.0,1250.0,178.0,163.74,1.64,McNair Upper Elementary,Region 5,5,ES,Herndon,10,0,MCNAIR UPPER ES,40.935,-356.0,1250.0,0.0,0.41,2025,5,19,9
255,2025-05-09,Lunch,96.0,10.0,3164.0,110824.0,340.0,1015.04,15.58,Greenbriar West Elementary,Region 5,5,ES,Westfield,8,0,GREENBRIAR WEST ES,10.573333333333334,-3068.0,110824.0,11082.4,0.1622916666666666,2025,5,19,9
394,2025-05-09,Lunch,20.0,1038.0,3184.0,1492.0,242.0,1463.36,10.0,Laurel Ridge Elementary,Region 4,4,ES,South County,7,0,LAUREL RIDGE ES,73.16799999999999,-3164.0,1492.0,1.4373795761078998,0.5,2025,5,19,9
394,2025-05-09,Breakfast,0.0,96.0,720.0,0.0,114.0,181.22,0.0,Laurel Ridge Elementary,Region 4,4,ES,South County,7,0,LAUREL RIDGE ES,0.0,-720.0,114.0,1.1875,0.0,2025,5,19,9
255,2025-05-09,Breakfast,8.0,0.0,658.0,13334.0,248.0,175.92000000000002,5.44,Greenbriar West Elementary,Region 5,5,ES,Westfield,8,0,GREENBRIAR WEST ES,21.99,-650.0,13334.0,0.0,0.68,2025,5,19,9
61,2025-05-09,Lunch,176.0,0.0,5536.0,49464.0,328.0,1257.74,6.5200000000000005,Thoreau Middle,Region 1,1,MS,Marshall,5,0,THOREAU MS,7.14625,-5360.0,49464.0,0.0,0.0370454545454545,2025,5,19,9
132,2025-05-09,Breakfast,10.0,0.0,240.0,4000.0,198.0,74.98,4.1,Wakefield Forest Elementary,Region 5,5,ES,Chantilly,1,0,WAKEFIELD FOREST ES,7.498,-230.0,4000.0,0.0,0.41,2025,5,19,9
141,2025-05-09,Breakfast,0.0,0.0,2192.0,0.0,1062.0,870.38,0.0,Poe Middle,Region 6,6,MS,Falls Church,9,1,POE MS,0.0,-2192.0,1062.0,0.0,0.0,2025,5,19,9
141,2025-05-09,Lunch,18.0,14.0,6954.0,1158.0,1920.0,1732.8,4.0600000000000005,Poe Middle,Region 6,6,MS,Falls Church,9,1,POE MS,96.26666666666668,-6936.0,1158.0,82.71428571428571,0.2255555555555556,2025,5,19,9
300,2025-05-09,Breakfast,0.0,0.0,468.0,0.0,66.0,246.96,0.0,Jefferson High,Region 6,6,HS,Hayfield,9,0,JEFFERSON HS,0.0,-468.0,66.0,0.0,0.0,2025,5,19,9
300,2025-05-09,Lunch,0.0,0.0,2896.0,0.0,2274.0,1346.8000000000002,0.0,Jefferson High,Region 6,6,HS,Hayfield,9,0,JEFFERSON HS,0.0,-2896.0,2274.0,0.0,0.0,2025,5,19,9
136,2025-05-09,Breakfast,0.0,0.0,676.0,0.0,92.0,378.2,0.0,Eagle View Elementary,Region 5,5,ES,Westfield,8,0,EAGLE VIEW ES,0.0,-676.0,92.0,0.0,0.0,2025,5,19,9
136,2025-05-09,Lunch,6.0,168.0,2730.0,2168.0,814.0,1325.42,3.96,Eagle View Elementary,Region 5,5,ES,Westfield,8,0,EAGLE VIEW ES,220.90333333333336,-2724.0,2168.0,12.904761904761903,0.66,2025,5,19,9
144,2025-05-09,Lunch,4.0,18.0,3508.0,166.0,1172.0,1455.94,2.5,Annandale Terrace Elementary,Region 6,6,ES,Falls Church,9,1,ANNANDALE TERRACE ES,363.985,-3504.0,166.0,9.22222222222222,0.625,2025,5,19,9
82,2025-05-09,Lunch,40.0,84.0,2956.0,4600.0,416.0,1369.36,9.5,Timber Lane Elementary,Region 2,2,ES,Falls Church,2,0,TIMBER LANE ES,34.233999999999995,-2916.0,4600.0,54.76190476190476,0.2375,2025,5,19,9
456,2025-05-09,Breakfast,0.0,80.0,1104.0,0.0,280.0,413.68,0.0,Belvedere Elementary,Region 2,2,ES,Falls Church,2,0,BELVEDERE ES,0.0,-1104.0,280.0,3.5,0.0,2025,5,19,9
403,2025-05-09,Lunch,0.0,0.0,2584.0,0.0,2938.0,1063.86,0.0,Laurel Hill Elementary,Region 4,4,ES,South County,7,0,LAUREL HILL ES,0.0,-2584.0,2938.0,0.0,0.0,2025,5,19,9
403,2025-05-09,Breakfast,0.0,0.0,564.0,0.0,216.0,252.08,0.0,Laurel Hill Elementary,Region 4,4,ES,South County,7,0,LAUREL HILL ES,0.0,-564.0,216.0,0.0,0.0,2025,5,19,9
263,2025-05-09,Lunch,36.0,134.0,3716.0,2024.0,284.0,1752.92,9.94,Brookfield Elementary,Region 5,5,ES,Westfield,10,1,BROOKFIELD ES,48.69222222222223,-3680.0,2024.0,15.1044776119403,0.2761111111111111,2025,5,19,9
263,2025-05-09,Breakfast,4.0,0.0,1332.0,1466.0,120.0,554.3000000000001,2.76,Brookfield Elementary,Region 5,5,ES,Westfield,10,1,BROOKFIELD ES,138.57500000000002,-1328.0,1466.0,0.0,0.69,2025,5,19,9
65,2025-05-09,Breakfast,4.0,0.0,212.0,8000.0,292.0,92.66,2.32,Stenwood Elementary,Region 5,5,ES,Marshall,5,0,STENWOOD ES,23.165,-208.0,8000.0,0.0,0.58,2025,5,19,9
163,2025-05-09,Breakfast,0.0,0.0,416.0,0.0,114.0,199.04,0.0,Springfield Estates Elementary,Region 6,6,ES,Hayfield,3,0,SPRINGFIELD ESTATES ES,0.0,-416.0,114.0,0.0,0.0,2025,5,19,9
501,2025-05-09,Breakfast,8.0,0.0,700.0,2570.0,312.0,374.78,3.88,Johnson Middle,Region 5,5,MS,Chantilly,1,0,JOHNSON MS,46.8475,-692.0,2570.0,0.0,0.485,2025,5,19,9
254,2025-05-09,Breakfast,0.0,0.0,842.0,0.0,132.0,380.1,0.0,Greenbriar East Elementary,Region 5,5,ES,Westfield,8,0,GREENBRIAR EAST ES,0.0,-842.0,132.0,0.0,0.0,2025,5,19,9
372,2025-05-09,Breakfast,0.0,8.0,248.0,0.0,28.0,95.34,0.0,Cherry Run Elementary,Region 4,4,ES,South County,7,0,CHERRY RUN ES,0.0,-248.0,28.0,3.5,0.0,2025,5,19,9
387,2025-05-09,Lunch,134.0,40.0,2434.0,29954.0,234.0,1295.08,28.36,White Oaks Elementary,Region 4,4,ES,South County,9,0,WHITE OAKS ES,9.664776119402983,-2300.0,29954.0,748.85,0.2116417910447761,2025,5,19,9
30,2025-05-09,Breakfast,16.0,0.0,960.0,1538.0,170.0,347.7,6.56,McLean High,Region 2,2,HS,Marshall,5,0,MCLEAN HS,21.73125,-944.0,1538.0,0.0,0.41,2025,5,19,9
445,2025-05-09,Breakfast,0.0,0.0,132.0,0.0,70.0,66.04,0.0,Waples Mill Elementary,Region 1,1,ES,Chantilly,1,0,WAPLES MILL ES,0.0,-132.0,70.0,0.0,0.0,2025,5,19,9
377,2025-05-09,Breakfast,0.0,54.0,476.0,0.0,202.0,158.54,0.0,Sangster Elementary,Region 4,4,ES,South County,7,0,SANGSTER ES,0.0,-476.0,202.0,3.740740740740741,0.0,2025,5,19,9
