school_code,date,meal,served_total,offered_total,planned_total,discarded_total,leftover_total,production_cost_total,discarded_cost_total,school_name,region,region_num,school_level,distribution_kitchen,fns_area,cep,school_name_norm,cost_per_meal,deviation_vs_planned,waste_qty,waste_rate,discarded_cost_per_meal,year,month,week,day
132,2025-05-01,Breakfast,0.0,56.0,190.0,0.0,214.0,74.98,0.0,Wakefield Forest Elementary,Region 5,5,ES,Chantilly,1,0,WAKEFIELD FOREST ES,0.0,-190.0,214.0,3.821428571428571,0.0,2025,5,18,1
35,2025-05-01,Lunch,0.0,728.0,1432.0,0.0,88.0,780.0,0.0,Chesterbrook Elementary,Region 2,2,ES,Marshall,5,0,CHESTERBROOK ES,0.0,-1432.0,88.0,0.1208791208791208,0.0,2025,5,18,1
82,2025-05-01,Lunch,54.0,176.0,2556.0,5030.0,798.0,1924.0,20.34,Timber Lane Elementary,Region 2,2,ES,Falls Church,2,0,TIMBER LANE ES,35.629629629629626,-2502.0,5030.0,28.579545454545453,0.3766666666666666,2025,5,18,1
82,2025-05-01,Breakfast,0.0,0.0,1358.0,0.0,424.0,374.18,0.0,Timber Lane Elementary,Region 2,2,ES,Falls Church,2,0,TIMBER LANE ES,0.0,-1358.0,424.0,0.0,0.0,2025,5,18,1
26,2025-05-01,Breakfast,0.0,0.0,356.0,0.0,154.0,137.08,0.0,Churchill Road Elementary,Region 1,1,ES,Marshall,5,0,CHURCHILL ROAD ES,0.0,-356.0,154.0,0.0,0.0,2025,5,18,1
26,2025-05-01,Lunch,12.0,4.0,1836.0,2050.0,542.0,1346.2,8.22,Churchill Road Elementary,Region 1,1,ES,Marshall,5,0,CHURCHILL ROAD ES,112.18333333333334,-1824.0,2050.0,512.5,0.685,2025,5,18,1
61,2025-05-01,Lunch,86.0,0.0,4750.0,8870.0,498.0,2355.3,26.1,Thoreau Middle,Region 1,1,MS,Marshall,5,0,THOREAU MS,27.387209302325584,-4664.0,8870.0,0.0,0.3034883720930232,2025,5,18,1
61,2025-05-01,Breakfast,0.0,0.0,260.0,0.0,190.0,28.0,0.0,Thoreau Middle,Region 1,1,MS,Marshall,5,0,THOREAU MS,0.0,-260.0,190.0,0.0,0.0,2025,5,18,1
35,2025-05-01,Breakfast,4.0,118.0,172.0,8000.0,176.0,113.22,1.88,Chesterbrook Elementary,Region 2,2,ES,Marshall,5,0,CHESTERBROOK ES,28.305,-168.0,8000.0,67.79661016949153,0.47,2025,5,18,1
282,2025-05-01,Breakfast,10.0,0.0,1122.0,7000.0,130.0,476.22,4.7,Clearview Elementary,Region 1,1,ES,Herndon,4,0,CLEARVIEW ES,47.622,-1112.0,7000.0,0.0,0.47,2025,5,18,1
323,2025-05-01,Lunch,0.0,0.0,2554.0,0.0,374.0,1408.54,0.0,Terraset Elementary,Region 1,1,ES,Herndon,4,0,TERRASET ES,0.0,-2554.0,374.0,0.0,0.0,2025,5,18,1
323,2025-05-01,Breakfast,10.0,0.0,668.0,12500.0,364.0,261.0,6.3,Terraset Elementary,Region 1,1,ES,Herndon,4,0,TERRASET ES,26.1,-658.0,12500.0,0.0,0.63,2025,5,18,1
193,2025-05-01,Breakfast,10.0,16.0,376.0,11604.0,120.0,160.5,7.4,Clermont Elementary,Region 3,3,ES,Hayfield,3,0,CLERMONT ES,16.05,-366.0,11604.0,725.25,0.74,2025,5,18,1
193,2025-05-01,Lunch,14.0,574.0,1036.0,1490.0,712.0,1026.24,10.9,Clermont Elementary,Region 3,3,ES,Hayfield,3,0,CLERMONT ES,73.30285714285715,-1022.0,1490.0,2.5958188153310107,0.7785714285714285,2025,5,18,1
383,2025-05-01,Lunch,44.0,130.0,1978.0,6606.0,768.0,1222.6,27.52,Terra Centre Elementary,Region 4,4,ES,South County,9,0,TERRA CENTRE ES,27.786363636363635,-1934.0,6606.0,50.815384615384616,0.6254545454545455,2025,5,18,1
383,2025-05-01,Breakfast,0.0,16.0,292.0,0.0,384.0,143.08,0.0,Terra Centre Elementary,Region 4,4,ES,South County,9,0,TERRA CENTRE ES,0.0,-292.0,384.0,24.0,0.0,2025,5,18,1
285,2025-05-01,Breakfast,0.0,0.0,2368.0,0.0,844.0,962.16,0.0,Coates Elementary,Region 5,5,ES,Herndon,4,1,COATES ES,0.0,-2368.0,844.0,0.0,0.0,2025,5,18,1
282,2025-05-01,Lunch,124.0,92.0,3750.0,15690.0,452.0,2515.06,97.92,Clearview Elementary,Region 1,1,ES,Herndon,4,0,CLEARVIEW ES,20.28274193548387,-3626.0,15690.0,170.54347826086956,0.7896774193548387,2025,5,18,1
191,2025-05-01,Breakfast,0.0,0.0,612.0,0.0,212.0,94.48,0.0,Twain Middle,Region 3,3,MS,Hayfield,3,0,TWAIN MS,0.0,-612.0,212.0,0.0,0.0,2025,5,18,1
191,2025-05-01,Lunch,34.0,62.0,5110.0,4192.0,2062.0,1801.3,12.42,Twain Middle,Region 3,3,MS,Hayfield,3,0,TWAIN MS,52.97941176470588,-5076.0,4192.0,67.61290322580645,0.3652941176470588,2025,5,18,1
372,2025-05-01,Lunch,4.0,248.0,1200.0,664.0,98.0,835.02,7.34,Cherry Run Elementary,Region 4,4,ES,South County,7,0,CHERRY RUN ES,208.755,-1196.0,664.0,2.6774193548387095,1.835,2025,5,18,1
171,2025-05-01,Breakfast,12.0,16.0,398.0,10000.0,52.0,215.24,6.680000000000001,Carson Middle,Region 1,1,MS,Herndon,4,0,CARSON MS,17.936666666666667,-386.0,10000.0,625.0,0.5566666666666668,2025,5,18,1
171,2025-05-01,Lunch,202.0,414.0,9148.0,37770.0,330.0,2421.92,57.22,Carson Middle,Region 1,1,MS,Herndon,4,0,CARSON MS,11.98970297029703,-8946.0,37770.0,91.23188405797102,0.2832673267326732,2025,5,18,1
240,2025-05-01,Lunch,0.0,1664.0,8002.0,0.0,2426.0,3877.78,0.0,WESTFIELD HS,Region 5,5,HS,Westfield,8,0,WESTFIELD HS,0.0,-8002.0,2426.0,1.4579326923076923,0.0,2025,5,18,1
240,2025-05-01,Breakfast,0.0,26.0,1164.0,0.0,264.0,569.58,0.0,WESTFIELD HS,Region 5,5,HS,Westfield,8,0,WESTFIELD HS,0.0,-1164.0,264.0,10.153846153846152,0.0,2025,5,18,1
436,2025-05-01,Breakfast,0.0,0.0,1572.0,0.0,388.0,590.04,0.0,Centre Ridge Elementary,Region 4,4,ES,Westfield,8,1,CENTRE RIDGE ES,0.0,-1572.0,388.0,0.0,0.0,2025,5,18,1
436,2025-05-01,Lunch,2.0,8.0,2480.0,646.0,1868.0,2564.22,3.56,Centre Ridge Elementary,Region 4,4,ES,Westfield,8,1,CENTRE RIDGE ES,1282.11,-2478.0,646.0,80.75,1.78,2025,5,18,1
232,2025-05-01,Lunch,22.0,18.0,2250.0,3012.0,1048.0,1631.0800000000002,39.6,Virginia Run Elementary,Region 5,5,ES,Westfield,8,0,VIRGINIA RUN ES,74.14,-2228.0,3012.0,167.33333333333334,1.8,2025,5,18,1
232,2025-05-01,Breakfast,2.0,0.0,1268.0,2858.0,388.0,345.08,1.02,Virginia Run Elementary,Region 5,5,ES,Westfield,8,0,VIRGINIA RUN ES,172.54,-1266.0,2858.0,0.0,0.51,2025,5,18,1
433,2025-05-01,Breakfast,8.0,0.0,1134.0,8000.0,228.0,346.59999999999997,3.76,Centreville Elementary,Region 4,4,ES,Westfield,8,0,CENTREVILLE ES,43.325,-1126.0,8000.0,0.0,0.47,2025,5,18,1
433,2025-05-01,Lunch,28.0,0.0,3836.0,2408.0,814.0,1919.4,16.34,Centreville Elementary,Region 4,4,ES,Westfield,8,0,CENTREVILLE ES,68.55,-3808.0,2408.0,0.0,0.5835714285714285,2025,5,18,1
62,2025-05-01,Lunch,8.0,322.0,1332.0,3372.0,170.0,457.62,13.5,Vienna Elementary,Region 1,1,ES,Marshall,10,0,VIENNA ES,57.2025,-1324.0,3372.0,10.472049689440992,1.6875,2025,5,18,1
62,2025-05-01,Breakfast,2.0,20.0,312.0,4000.0,166.0,75.3,0.94,Vienna Elementary,Region 1,1,ES,Marshall,10,0,VIENNA ES,37.65,-310.0,4000.0,200.0,0.47,2025,5,18,1
410,2025-05-01,Breakfast,0.0,0.0,900.0,0.0,214.0,269.72,0.0,Centreville High,Region 4,4,HS,Westfield,8,0,CENTREVILLE HS,0.0,-900.0,214.0,0.0,0.0,2025,5,18,1
410,2025-05-01,Lunch,110.0,40.0,10156.0,31194.0,1318.0,3235.5,20.18,Centreville High,Region 4,4,HS,Westfield,8,0,CENTREVILLE HS,29.413636363636364,-10046.0,31194.0,779.85,0.1834545454545454,2025,5,18,1
415,2025-05-01,Lunch,110.0,0.0,2672.0,21218.0,442.0,1437.9,113.52,Union Mill Elementary,Region 4,4,ES,Westfield,8,0,UNION MILL ES,13.071818181818182,-2562.0,21218.0,0.0,1.032,2025,5,18,1
415,2025-05-01,Breakfast,4.0,0.0,416.0,12000.0,168.0,114.3,2.92,Union Mill Elementary,Region 4,4,ES,Westfield,8,0,UNION MILL ES,28.575000000000003,-412.0,12000.0,0.0,0.73,2025,5,18,1
372,2025-05-01,Breakfast,0.0,6.0,206.0,0.0,62.0,68.8,0.0,Cherry Run Elementary,Region 4,4,ES,South County,7,0,CHERRY RUN ES,0.0,-206.0,62.0,10.333333333333334,0.0,2025,5,18,1
132,2025-05-01,Lunch,0.0,218.0,1248.0,0.0,358.0,974.58,0.0,Wakefield Forest Elementary,Region 5,5,ES,Chantilly,1,0,WAKEFIELD FOREST ES,0.0,-1248.0,358.0,1.6422018348623852,0.0,2025,5,18,1
396,2025-05-01,Lunch,0.0,0.0,3334.0,0.0,2736.0,2169.96,0.0,Providence Elementary,Region 5,5,ES,Chantilly,1,0,PROVIDENCE ES,0.0,-3334.0,2736.0,0.0,0.0,2025,5,18,1
396,2025-05-01,Breakfast,0.0,0.0,770.0,0.0,404.0,264.09999999999997,0.0,Providence Elementary,Region 5,5,ES,Chantilly,1,0,PROVIDENCE ES,0.0,-770.0,404.0,0.0,0.0,2025,5,18,1
302,2025-05-01,Breakfast,0.0,0.0,1346.0,0.0,106.0,501.9,0.0,Forest Edge Elementary,Region 1,1,ES,Herndon,4,1,FOREST EDGE ES,0.0,-1346.0,106.0,0.0,0.0,2025,5,18,1
214,2025-05-01,Lunch,0.0,0.0,3852.0,0.0,414.0,2233.1,0.0,Hollin Meadows Elementary,Region 3,3,ES,Mount Vernon,6,1,HOLLIN MEADOWS ES,0.0,-3852.0,414.0,0.0,0.0,2025,5,18,1
343,2025-05-01,Lunch,2.0,80.0,3232.0,278.0,112.0,2092.1,3.56,Lorton Station Elementary,Region 6,6,ES,South County,7,1,LORTON STATION ES,1046.05,-3230.0,278.0,3.475,1.78,2025,5,18,1
343,2025-05-01,Breakfast,0.0,0.0,1512.0,0.0,132.0,558.62,0.0,Lorton Station Elementary,Region 6,6,ES,South County,7,1,LORTON STATION ES,0.0,-1512.0,132.0,0.0,0.0,2025,5,18,1
111,2025-05-01,Breakfast,0.0,0.0,2962.0,0.0,34.0,1143.06,0.0,Holmes Middle,Region 6,6,MS,Hayfield,3,1,HOLMES MS,0.0,-2962.0,34.0,0.0,0.0,2025,5,18,1
111,2025-05-01,Lunch,34.0,30.0,6520.0,10968.0,2196.0,2131.64,60.52,Holmes Middle,Region 6,6,MS,Hayfield,3,1,HOLMES MS,62.69529411764705,-6486.0,10968.0,365.6,1.78,2025,5,18,1
31,2025-05-01,Lunch,10.0,16.0,5064.0,2370.0,998.0,2239.94,7.82,Longfellow Middle,Region 2,2,MS,Marshall,5,0,LONGFELLOW MS,223.994,-5054.0,2370.0,148.125,0.782,2025,5,18,1
31,2025-05-01,Breakfast,0.0,0.0,488.0,0.0,376.0,113.36,0.0,Longfellow Middle,Region 2,2,MS,Marshall,5,0,LONGFELLOW MS,0.0,-488.0,376.0,0.0,0.0,2025,5,18,1
214,2025-05-01,Breakfast,0.0,0.0,2004.0,0.0,114.0,669.64,0.0,Hollin Meadows Elementary,Region 3,3,ES,Mount Vernon,6,1,HOLLIN MEADOWS ES,0.0,-2004.0,114.0,0.0,0.0,2025,5,18,1
321,2025-05-01,Breakfast,0.0,0.0,494.0,0.0,374.0,157.79999999999998,0.0,Hughes Middle,Region 1,1,MS,Herndon,4,0,HUGHES MS,0.0,-494.0,374.0,0.0,0.0,2025,5,18,1
245,2025-05-01,Lunch,46.0,214.0,2878.0,5640.0,350.0,3019.7999999999997,22.72,London Towne Elementary,Region 5,5,ES,Westfield,8,1,LONDON TOWNE ES,65.64782608695651,-2832.0,5640.0,26.35514018691589,0.4939130434782608,2025,5,18,1
245,2025-05-01,Breakfast,6.0,0.0,1548.0,1000.0,238.0,537.28,3.54,London Towne Elementary,Region 5,5,ES,Westfield,8,1,LONDON TOWNE ES,89.54666666666667,-1542.0,1000.0,0.0,0.59,2025,5,18,1
378,2025-05-01,Breakfast,0.0,90.0,642.0,0.0,102.0,220.66,0.0,Hunt Valley Elementary,Region 4,4,ES,South County,7,0,HUNT VALLEY ES,0.0,-642.0,102.0,1.1333333333333333,0.0,2025,5,18,1
378,2025-05-01,Lunch,2.0,386.0,2454.0,3334.0000000000005,132.0,1180.02,3.56,Hunt Valley Elementary,Region 4,4,ES,South County,7,0,HUNT VALLEY ES,590.01,-2452.0,3334.0000000000005,8.637305699481866,1.78,2025,5,18,1
133,2025-05-01,Lunch,4.0,244.0,1348.0,396.0,300.0,844.64,7.56,Little Run Elementary,Region 5,5,ES,Chantilly,1,0,LITTLE RUN ES,211.16,-1344.0,396.0,1.6229508196721312,1.89,2025,5,18,1
133,2025-05-01,Breakfast,0.0,14.0,274.0,0.0,82.0,95.12,0.0,Little Run Elementary,Region 5,5,ES,Chantilly,1,0,LITTLE RUN ES,0.0,-274.0,82.0,5.857142857142857,0.0,2025,5,18,1
327,2025-05-01,Breakfast,8.0,0.0,584.0,6666.0,100.0,171.54,4.08,Hunters Woods Elementary,Region 1,1,ES,Herndon,10,0,HUNTERS WOODS ES,21.4425,-576.0,6666.0,0.0,0.51,2025,5,18,1
321,2025-05-01,Lunch,0.0,0.0,5694.0,0.0,820.0,1656.08,0.0,Hughes Middle,Region 1,1,MS,Herndon,4,0,HUGHES MS,0.0,-5694.0,820.0,0.0,0.0,2025,5,18,1
67,2025-05-01,Breakfast,0.0,20.0,420.0,0.0,90.0,151.36,0.0,Louise Archer Elementary,Region 1,1,ES,Chantilly,1,0,LOUISE ARCHER ES,0.0,-420.0,90.0,4.5,0.0,2025,5,18,1
67,2025-05-01,Lunch,82.0,126.0,1762.0,5436.0,340.0,1210.14,18.72,Louise Archer Elementary,Region 1,1,ES,Chantilly,1,0,LOUISE ARCHER ES,14.757804878048782,-1680.0,5436.0,43.142857142857146,0.2282926829268293,2025,5,18,1
281,2025-05-01,Lunch,54.0,54.0,5862.0,14642.0,246.0,2032.38,16.68,Herndon Middle,Region 1,1,MS,Herndon,4,1,HERNDON MS,37.63666666666667,-5808.0,14642.0,271.14814814814815,0.3088888888888889,2025,5,18,1
356,2025-05-01,Breakfast,4.0,10.0,1014.0,3000.0,274.0,379.46,2.92,Halley Elementary,Region 4,4,ES,South County,7,0,HALLEY ES,94.865,-1010.0,3000.0,300.0,0.73,2025,5,18,1
356,2025-05-01,Lunch,24.0,190.0,2440.0,3352.0,310.0,1491.18,13.08,Halley Elementary,Region 4,4,ES,South County,7,0,HALLEY ES,62.1325,-2416.0,3352.0,17.642105263157895,0.545,2025,5,18,1
60,2025-05-01,Lunch,10.0,18.0,3384.0,2090.0,1600.0,2408.5,9.38,Madison High,Region 1,1,HS,Chantilly,10,0,MADISON HS,240.85,-3374.0,2090.0,116.11111111111111,0.938,2025,5,18,1
60,2025-05-01,Breakfast,8.0,0.0,274.0,11916.0,332.0,76.2,4.84,Madison High,Region 1,1,HS,Chantilly,10,0,MADISON HS,9.525,-266.0,11916.0,0.0,0.605,2025,5,18,1
33,2025-05-01,Breakfast,0.0,24.0,338.0,0.0,68.0,138.02,0.0,Haycock Elementary,Region 2,2,ES,Marshall,5,0,HAYCOCK ES,0.0,-338.0,68.0,2.8333333333333335,0.0,2025,5,18,1
33,2025-05-01,Lunch,14.0,82.0,1802.0,2142.0,464.0,1244.8,25.799999999999997,Haycock Elementary,Region 2,2,ES,Marshall,5,0,HAYCOCK ES,88.91428571428571,-1788.0,2142.0,26.12195121951219,1.8428571428571427,2025,5,18,1
70,2025-05-01,Lunch,0.0,68.0,7038.0,0.0,2156.0,4016.04,0.0,MARSHALL HS,Region 5,5,HS,Marshall,5,0,MARSHALL HS,0.0,-7038.0,2156.0,31.705882352941178,0.0,2025,5,18,1
70,2025-05-01,Breakfast,0.0,0.0,586.0,0.0,256.0,311.7,0.0,MARSHALL HS,Region 5,5,HS,Marshall,5,0,MARSHALL HS,0.0,-586.0,256.0,0.0,0.0,2025,5,18,1
184,2025-05-01,Breakfast,0.0,0.0,396.0,0.0,102.0,150.32,0.0,Hayfield Elementary,Region 6,6,ES,Hayfield,3,0,HAYFIELD ES,0.0,-396.0,102.0,0.0,0.0,2025,5,18,1
184,2025-05-01,Lunch,6.0,12.0,2108.0,1556.0,1028.0,1523.94,8.1,Hayfield Elementary,Region 6,6,ES,Hayfield,3,0,HAYFIELD ES,253.99,-2102.0,1556.0,129.66666666666666,1.35,2025,5,18,1
164,2025-05-01,Lunch,8.0,90.0,3492.0,990.0,718.0,2234.24,12.28,Lynbrook Elementary,Region 6,6,ES,Hayfield,9,1,LYNBROOK ES,279.28,-3484.0,990.0,11.0,1.535,2025,5,18,1
164,2025-05-01,Breakfast,0.0,0.0,1488.0,0.0,198.0,628.0,0.0,Lynbrook Elementary,Region 6,6,ES,Hayfield,9,1,LYNBROOK ES,0.0,-1488.0,198.0,0.0,0.0,2025,5,18,1
276,2025-05-01,Breakfast,6.0,0.0,1670.0,3166.0,84.0,688.02,4.9,Herndon Elementary,Region 1,1,ES,Herndon,4,1,HERNDON ES,114.67,-1664.0,3166.0,0.0,0.8166666666666668,2025,5,18,1
276,2025-05-01,Lunch,80.0,2.0,3776.0,9928.0,162.0,2759.3,28.86,Herndon Elementary,Region 1,1,ES,Herndon,4,1,HERNDON ES,34.49125,-3696.0,9928.0,4964.0,0.36075,2025,5,18,1
81,2025-05-01,Lunch,0.0,644.0,5066.0,0.0,1420.0,1876.12,0.0,Luther Jackson Middle,Region 2,2,MS,Falls Church,2,0,LUTHER JACKSON MS,0.0,-5066.0,1420.0,2.2049689440993787,0.0,2025,5,18,1
81,2025-05-01,Breakfast,0.0,8.0,788.0,0.0,374.0,190.18,0.0,Luther Jackson Middle,Region 2,2,MS,Falls Church,2,0,LUTHER JACKSON MS,0.0,-788.0,374.0,46.75,0.0,2025,5,18,1
281,2025-05-01,Breakfast,0.0,0.0,1936.0,0.0,274.0,536.1999999999999,0.0,Herndon Middle,Region 1,1,MS,Herndon,4,1,HERNDON MS,0.0,-1936.0,274.0,0.0,0.0,2025,5,18,1
327,2025-05-01,Lunch,56.0,36.0,3498.0,8316.0,310.0,1351.94,81.5,Hunters Woods Elementary,Region 1,1,ES,Herndon,10,0,HUNTERS WOODS ES,24.141785714285714,-3442.0,8316.0,231.0,1.4553571428571428,2025,5,18,1
138,2025-05-01,Breakfast,2.0,62.0,478.0,278.0,530.0,170.18,0.78,Mantua Elementary,Region 5,5,ES,Chantilly,1,0,MANTUA ES,85.09,-476.0,278.0,4.483870967741935,0.39,2025,5,18,1
411,2025-05-01,Lunch,2.0,60.0,5278.0,1112.0,656.0,2140.32,0.78,Liberty Middle,Region 4,4,MS,Westfield,8,0,LIBERTY MS,1070.16,-5276.0,1112.0,18.533333333333335,0.39,2025,5,18,1
287,2025-05-01,Breakfast,0.0,0.0,1830.0,0.0,514.0,798.0,0.0,Hutchison Elementary,Region 1,1,ES,Herndon,4,1,HUTCHISON ES,0.0,-1830.0,514.0,0.0,0.0,2025,5,18,1
20,2025-05-01,Lunch,12.0,2354.0,3524.0,1922.0,826.0,2881.26,7.02,Langley High,Region 1,1,HS,Marshall,5,0,LANGLEY HS,240.105,-3512.0,1922.0,0.816482582837723,0.585,2025,5,18,1
20,2025-05-01,Breakfast,0.0,56.0,246.0,0.0,128.0,165.16,0.0,Langley High,Region 1,1,HS,Marshall,5,0,LANGLEY HS,0.0,-246.0,128.0,2.2857142857142856,0.0,2025,5,18,1
157,2025-05-01,Breakfast,16.0,36.0,872.0,14676.0,412.0,179.0,7.7,Keene Mill Elementary,Region 4,4,ES,Hayfield,3,0,KEENE MILL ES,11.1875,-856.0,14676.0,407.6666666666667,0.48125,2025,5,18,1
157,2025-05-01,Lunch,4.0,440.0,4822.0,2222.0,454.0,1526.38,0.88,Keene Mill Elementary,Region 4,4,ES,Hayfield,3,0,KEENE MILL ES,381.595,-4818.0,2222.0,5.05,0.22,2025,5,18,1
127,2025-05-01,Lunch,108.0,0.0,3410.0,38420.0,846.0,1640.48,68.4,Lane Elementary,Region 6,6,ES,Hayfield,3,0,LANE ES,15.18962962962963,-3302.0,38420.0,0.0,0.6333333333333334,2025,5,18,1
127,2025-05-01,Breakfast,6.0,0.0,864.0,5334.0,156.0,248.34,4.9,Lane Elementary,Region 6,6,ES,Hayfield,3,0,LANE ES,41.39,-858.0,5334.0,0.0,0.8166666666666668,2025,5,18,1
36,2025-05-01,Breakfast,0.0,0.0,354.0,0.0,152.0,140.18,0.0,Kent Gardens Elementary,Region 2,2,ES,Marshall,5,0,KENT GARDENS ES,0.0,-354.0,152.0,0.0,0.0,2025,5,18,1
100,2025-05-01,Lunch,28.0,38.0,10394.0,2848.0,2334.0,3961.66,33.68,Justice High,Region 2,2,HS,Falls Church,2,1,JUSTICE HS,141.48785714285714,-10366.0,2848.0,74.94736842105263,1.2028571428571428,2025,5,18,1
36,2025-05-01,Lunch,0.0,8.0,1350.0,0.0,838.0,1264.72,0.0,Kent Gardens Elementary,Region 2,2,ES,Marshall,5,0,KENT GARDENS ES,0.0,-1350.0,838.0,104.75,0.0,2025,5,18,1
307,2025-05-01,Breakfast,12.0,0.0,1088.0,8000.0,204.0,315.8,5.64,Lake Anne Elementary,Region 1,1,ES,Herndon,4,0,LAKE ANNE ES,26.316666666666663,-1076.0,8000.0,0.0,0.47,2025,5,18,1
161,2025-05-01,Breakfast,10.0,0.0,684.0,4000.0,128.0,244.34,4.7,Key Middle,Region 6,6,MS,Hayfield,3,1,KEY MS,24.434,-674.0,4000.0,0.0,0.47,2025,5,18,1
161,2025-05-01,Lunch,12.0,0.0,5524.0,2922.0,1606.0,1687.6,12.86,Key Middle,Region 6,6,MS,Hayfield,3,1,KEY MS,140.63333333333333,-5512.0,2922.0,0.0,1.0716666666666663,2025,5,18,1
407,2025-05-01,Lunch,0.0,68.0,2392.0,0.0,1430.0,1880.1,0.0,Kings Park Elementary,Region 4,4,ES,Chantilly,9,0,KINGS PARK ES,0.0,-2392.0,1430.0,21.029411764705884,0.0,2025,5,18,1
407,2025-05-01,Breakfast,0.0,4.0,830.0,0.0,250.0,393.56,0.0,Kings Park Elementary,Region 4,4,ES,Chantilly,9,0,KINGS PARK ES,0.0,-830.0,250.0,62.5,0.0,2025,5,18,1
71,2025-05-01,Breakfast,6.0,4.0,584.0,2444.0,124.0,174.66,2.28,Kilmer Middle,Region 5,5,MS,Marshall,5,0,KILMER MS,29.11,-578.0,2444.0,611.0,0.38,2025,5,18,1
71,2025-05-01,Lunch,20.0,154.0,5836.0,11266.0,1162.0,2406.42,2.34,Kilmer Middle,Region 5,5,MS,Marshall,5,0,KILMER MS,120.321,-5816.0,11266.0,73.15584415584415,0.1169999999999999,2025,5,18,1
307,2025-05-01,Lunch,60.0,18.0,3404.0,17538.0,604.0,1853.2,42.58,Lake Anne Elementary,Region 1,1,ES,Herndon,4,0,LAKE ANNE ES,30.886666666666667,-3344.0,17538.0,974.3333333333334,0.7096666666666667,2025,5,18,1
100,2025-05-01,Breakfast,0.0,0.0,2200.0,0.0,368.0,874.72,0.0,Justice High,Region 2,2,HS,Falls Church,2,1,JUSTICE HS,0.0,-2200.0,368.0,0.0,0.0,2025,5,18,1
403,2025-05-01,Breakfast,0.0,0.0,768.0,0.0,186.0,281.28000000000003,0.0,Laurel Hill Elementary,Region 4,4,ES,South County,7,0,LAUREL HILL ES,0.0,-768.0,186.0,0.0,0.0,2025,5,18,1
403,2025-05-01,Lunch,0.0,0.0,2558.0,0.0,2464.0,1528.98,0.0,Laurel Hill Elementary,Region 4,4,ES,South County,7,0,LAUREL HILL ES,0.0,-2558.0,2464.0,0.0,0.0,2025,5,18,1
287,2025-05-01,Lunch,80.0,0.0,4412.0,1332.0,1002.0,4295.22,151.2,Hutchison Elementary,Region 1,1,ES,Herndon,4,1,HUTCHISON ES,53.690250000000006,-4332.0,1332.0,0.0,1.89,2025,5,18,1
160,2025-05-01,Lunch,0.0,0.0,9208.0,0.0,1940.0,3539.12,0.0,Lewis High,Region 6,6,HS,Hayfield,3,1,LEWIS HS,0.0,-9208.0,1940.0,0.0,0.0,2025,5,18,1
160,2025-05-01,Breakfast,0.0,0.0,1212.0,0.0,324.0,597.74,0.0,Lewis High,Region 6,6,HS,Hayfield,3,1,LEWIS HS,0.0,-1212.0,324.0,0.0,0.0,2025,5,18,1
206,2025-05-01,Breakfast,0.0,0.0,1944.0,0.0,1116.0,1144.88,0.0,Hybla Valley Elementary,Region 3,3,ES,Mount Vernon,6,1,HYBLA VALLEY ES,0.0,-1944.0,1116.0,0.0,0.0,2025,5,18,1
206,2025-05-01,Lunch,128.0,124.0,4692.0,6354.0,994.0,3257.18,15.26,Hybla Valley Elementary,Region 3,3,ES,Mount Vernon,6,1,HYBLA VALLEY ES,25.44671875,-4564.0,6354.0,51.24193548387097,0.11921875,2025,5,18,1
74,2025-05-01,Lunch,104.0,70.0,1418.0,34522.0,494.0,1411.12,57.3,Lemon Road Elementary,Region 5,5,ES,Marshall,5,0,LEMON ROAD ES,13.568461538461538,-1314.0,34522.0,493.1714285714286,0.5509615384615385,2025,5,18,1
74,2025-05-01,Breakfast,0.0,16.0,458.0,0.0,84.0,149.16,0.0,Lemon Road Elementary,Region 5,5,ES,Marshall,5,0,LEMON ROAD ES,0.0,-458.0,84.0,5.25,0.0,2025,5,18,1
151,2025-05-01,Breakfast,4.0,4.0,252.0,20000.0,110.0,112.64,0.0,Irving Middle,Region 4,4,MS,Hayfield,9,0,IRVING MS,28.16,-248.0,20000.0,5000.0,0.0,2025,5,18,1
151,2025-05-01,Lunch,10.0,20.0,5646.0,1686.0,394.0,2442.8,10.68,Irving Middle,Region 4,4,MS,Hayfield,9,0,IRVING MS,244.28000000000003,-5636.0,1686.0,84.3,1.068,2025,5,18,1
252,2025-05-01,Lunch,0.0,20.0,1522.0,0.0,496.0,745.54,0.0,Lees Corner Elementary,Region 5,5,ES,Westfield,10,0,LEES CORNER ES,0.0,-1522.0,496.0,24.8,0.0,2025,5,18,1
252,2025-05-01,Breakfast,0.0,0.0,320.0,0.0,114.0,65.24,0.0,Lees Corner Elementary,Region 5,5,ES,Westfield,10,0,LEES CORNER ES,0.0,-320.0,114.0,0.0,0.0,2025,5,18,1
300,2025-05-01,Breakfast,0.0,0.0,490.0,0.0,128.0,208.22,0.0,Jefferson High,Region 6,6,HS,Hayfield,9,0,JEFFERSON HS,0.0,-490.0,128.0,0.0,0.0,2025,5,18,1
300,2025-05-01,Lunch,2.0,28.0,2794.0,1250.0,1652.0,1614.5,0.44,Jefferson High,Region 6,6,HS,Hayfield,9,0,JEFFERSON HS,807.25,-2792.0,1250.0,44.642857142857146,0.22,2025,5,18,1
394,2025-05-01,Lunch,26.0,1124.0,2842.0,5420.0,354.0,1512.7,10.9,Laurel Ridge Elementary,Region 4,4,ES,South County,7,0,LAUREL RIDGE ES,58.18076923076923,-2816.0,5420.0,4.822064056939502,0.4192307692307692,2025,5,18,1
