school_name,session,served_wmape,cpm_mae,wastecost_mae,waste_per_100_implied,stockout_day_rate_implied
Madison High,Lunch,0.5425867507886435,64.9253099437843,95.6295,12.618296529968454,55.0
Mantua Elementary,Lunch,0.7890946502057613,48.98581012255645,92.17250000000001,2.959830866807611,93.33333333333333
Marshall Road Elementary,Lunch,0.9341463414634147,93.83775542089785,56.133,33.90243902439025,50.0
Mason Crest Elementary,Lunch,1.0924050632911393,50.45606368534261,39.24900000000001,109.24050632911393,20.0
McLean High,Lunch,0.6194852941176471,167.9652263138908,67.31824999999999,59.55882352941177,25.0
McNair Elementary,Lunch,0.49787835926449786,14.806153352079706,72.1945,12.305516265912306,65.0
McNair Upper Elementary,Lunch,0.3057324840764331,7.011199395128898,39.17,13.757961783439491,55.0
Mosaic Elementary,Lunch,0.6691729323308271,328.55184125667216,91.43449999999999,9.398496240601503,55.0
Mount Eagle Elementary,Lunch,1.0,,14.393,0.0,0.0
Mt. Vernon Woods Elementary,Lunch,0.8949044585987261,345.98238393444063,36.97399999999999,18.42105263157895,47.36842105263158
Navy Elementary,Lunch,1.0071942446043165,344.69313997165136,78.52425000000001,26.618705035971225,35.0
Newington Forest Elementary,Lunch,0.7681159420289855,64.32818482905985,29.25775000000001,73.18840579710145,25.0
North Springfield Elementary,Lunch,1.14,184.9511012407355,19.807249999999996,89.6,15.0
Oak Hill Elementary,Lunch,0.9508771929824561,135.10614247044577,37.01575,30.526315789473685,35.0
Oak View Elementary,Lunch,0.4381044487427466,20.968586314654733,35.405750000000005,15.667311411992262,60.0
Oakton Elementary,Lunch,0.8888888888888888,61.49440283181969,26.302750000000003,20.952380952380953,52.63157894736842
Oakton High,Lunch,0.6588785046728972,210.81124767874667,211.41675,36.91588785046729,45.0
Olde Creek Elementary,Lunch,0.48519736842105265,57.87934911951257,19.998750000000005,29.44078947368421,45.0
Orange Hunt Elementary,Lunch,1.645,307.6431055968542,96.33250000000001,307.0,15.0
Parklawn Elementary,Lunch,0.7392966360856269,79.16378197305349,57.913,22.629969418960243,45.0
Pine Spring Elementary,Lunch,1.0,343.61777777777775,73.93274999999998,1900.0,5.2631578947368425
Poe Middle,Lunch,0.4934640522875817,170.8631332810708,102.68125,27.45098039215686,35.0
Poplar Tree Elementary,Lunch,0.69140625,79.05173462982783,67.35750000000002,34.86842105263158,52.63157894736842
Providence Elementary,Lunch,0.791095890410959,115.67791776495109,118.81775000000002,43.065693430656935,35.294117647058826
Ravensworth Elementary,Lunch,0.8227272727272728,51.26497218669601,53.064,42.42424242424242,40.0
Riverside Elementary,Lunch,0.602803738317757,124.11334164528282,39.48125,41.12149532710281,40.0
Robinson Secondary,Lunch,0.8670745272525028,301.01658597580945,161.20600000000002,40.48943270300334,60.0
Rocky Run Middle,Lunch,0.7236842105263158,240.96350993993136,39.19974999999999,28.289473684210527,40.0
Rolling Valley Elementary,Lunch,1.0,106.9886160633484,30.090999999999998,110.8108108108108,29.41176470588235
Rose Hill Elementary,Lunch,0.47093023255813954,77.40247502693386,14.2245,77.90697674418605,15.0
SOUTH COUNTY HS,Lunch,0.8509316770186336,153.3346253630181,69.53324999999998,179.50310559006212,20.0
Sandburg Middle,Lunch,,,132.57274999999998,,
Sangster Elementary,Lunch,,,113.6,,
Saratoga Elementary,Lunch,0.6582278481012658,77.11479986464863,88.18699999999998,38.29113924050633,50.0
Shrevewood Elementary,Lunch,0.8189655172413793,153.7673378863806,85.7105,34.82142857142857,55.55555555555556
Silverbrook Elementary,Lunch,0.7791411042944786,62.28059029581528,76.20625000000001,157.05521472392638,10.0
Sleepy Hollow Elementary,Lunch,,,61.05375,,
South County Middle,Lunch,0.9352941176470588,601.3156068510738,47.15074999999999,45.88235294117647,20.0
South Lakes High,Lunch,0.3669064748201439,12.280042894875685,66.56025,15.507593924860112,45.0
Spring Hill Elementary,Lunch,0.5370370370370371,93.76262695515156,25.5765,53.535353535353536,25.0
Springfield Estates Elementary,Lunch,,,9.66375,,
Stenwood Elementary,Lunch,0.3022700119474313,7.226414806788351,26.554000000000002,12.425328554360812,35.0
Stone Middle,Lunch,0.6702786377708978,38.28414421398165,24.240999999999996,57.27554179566563,20.0
Stratford Landing Elementary,Lunch,1.08,16.64142105263158,45.638250000000006,253.38983050847457,5.2631578947368425
Sunrise Valley Elementary,Lunch,0.28116710875331563,9.465799342141775,40.240249999999996,13.26259946949602,40.0
Terraset Elementary,Lunch,0.918918918918919,32.964107022363606,89.10675,3.8461538461538463,38.888888888888886
Thoreau Middle,Lunch,0.5120772946859904,10.108139585958009,22.6565,23.886205045625335,50.0
Timber Lane Elementary,Lunch,0.286144578313253,11.265151486214569,52.9245,47.18875502008032,20.0
Twain Middle,Lunch,0.3142857142857143,25.368487350771,117.3625,43.142857142857146,20.0
Union Mill Elementary,Lunch,0.47563451776649746,9.314932346256487,22.12175,34.01015228426396,30.0
Vienna Elementary,Lunch,0.542654028436019,23.372732716099257,10.158999999999999,46.44549763033175,35.0
Virginia Run Elementary,Lunch,0.7218045112781954,81.98557203282829,118.41324999999999,75.18796992481202,15.0
WESTFIELD HS,Lunch,0.8596491228070176,325.5659800590939,93.67825,55.75757575757576,47.36842105263158
Wakefield Forest Elementary,Lunch,0.9047619047619048,128.3207777556027,56.161,161.78861788617886,10.526315789473685
Waples Mill Elementary,Lunch,0.32954545454545453,90.22812121212121,53.72600000000001,131.8181818181818,15.0
Washington Mill Elementary,Lunch,1.0,,24.128749999999997,7700.0,0.0
Waynewood Elementary,Lunch,0.8004201680672269,21.11182600056464,46.41375000000001,84.45378151260505,20.0
West Potomac High,Lunch,,,188.68428571428572,,
West Springfield Elementary,Lunch,0.5653495440729484,82.05946494141372,38.048249999999996,28.267477203647417,45.0
West Springfield High,Lunch,0.2630421118793212,7.227759883220591,43.562250000000006,47.20301697045883,5.0
Westbriar Elementary,Lunch,0.2676056338028169,5.947473088829475,11.497500000000002,6.841046277665996,60.0
Westgate Elementary,Lunch,0.5661971830985916,297.19405702939804,25.78,25.633802816901408,45.0
Westlawn Elementary,Lunch,0.7214285714285714,250.87538498083597,32.99825,33.57142857142857,50.0
Weyanoke Elementary,Lunch,0.712742980561555,280.49391526811297,125.71350000000002,53.563714902807774,30.0
White Oaks Elementary,Lunch,0.26105263157894737,4.413350198363786,12.467250000000002,17.263157894736842,40.0
Whitman Middle School,Lunch,0.8548387096774194,277.0692156862745,43.032,104.83870967741936,25.0
Willow Springs Elementary,Lunch,0.5,35.163623507766744,65.62750000000001,25.14792899408284,40.0
Wolftrap Elementary,Lunch,0.23521256931608134,2.3074101297784586,19.402499999999996,14.232902033271719,45.0
Woodburn Elementary,Lunch,0.13009049773755657,7.67982863853309,33.2085,49.547511312217196,0.0
Woodlawn Elementary,Lunch,0.7105263157894737,63.82234925848117,21.878,59.42857142857143,31.57894736842105
Woodley Hills Elementary,Lunch,1.0,473.3434259259259,74.00675,52.94117647058823,29.41176470588235
Woodson High,Lunch,0.23893999123959703,4.079867405688208,61.07299999999999,2.759526938239159,75.0
