school_name,session,served_wmape,cpm_mae,wastecost_mae,waste_per_100_implied,stockout_day_rate_implied
Hunt Valley Elementary,Breakfast,,,4.93425,,
Hunters Woods Elementary,Breakfast,0.83,48.7651150137741,6.26375,108.0,40.0
Hutchison Elementary,Breakfast,,,25.14425,,
Hybla Valley Elementary,Breakfast,,,85.88775,,
Irving Middle,Breakfast,0.4878048780487805,22.673096638655466,7.191249999999999,46.34146341463415,25.0
Island Creek Elementary,Breakfast,2.0,35.08333333333333,17.950000000000003,200.0,0.0
Jefferson High,Breakfast,,,8.8795,,
Johnson Middle,Breakfast,0.6158536585365854,58.74278888888889,21.159,26.829268292682926,45.0
Justice High,Breakfast,1.0,,21.546750000000003,300.0,0.0
Keene Mill Elementary,Breakfast,0.75,32.66924999999999,18.03775,650.0,0.0
Kent Gardens Elementary,Breakfast,1.0,,10.428,0.0,0.0
Key Middle,Breakfast,0.9047619047619048,41.97514965986395,22.90875,109.52380952380952,30.0
Kilmer Middle,Breakfast,0.6267605633802817,27.971208950617285,7.579000000000001,35.2112676056338,45.0
Kings Glen Elementary,Breakfast,,,3.9877499999999997,,
Kings Park Elementary,Breakfast,,,43.705,,
Lake Anne Elementary,Breakfast,0.7142857142857143,52.28746124338624,11.9505,67.85714285714286,15.0
Lake Braddock Secondary,Breakfast,0.8923076923076924,126.18294026486335,28.26,46.15384615384615,55.0
Lane Elementary,Breakfast,0.6666666666666666,23.267760714285707,5.491499999999999,33.333333333333336,35.0
Langley High,Breakfast,0.9090909090909091,36.41666666666666,4.696499999999999,50.0,36.36363636363637
Laurel Hill Elementary,Breakfast,,,15.9465,,
Laurel Ridge Elementary,Breakfast,0.8913043478260869,48.841553030303025,5.8485,43.47826086956522,45.0
Lees Corner Elementary,Breakfast,0.9696969696969697,35.16820875420875,16.805500000000002,125.0,26.31578947368421
Lemon Road Elementary,Breakfast,0.8947368421052632,33.24584910327768,12.910000000000002,109.6774193548387,31.57894736842105
Lewis High,Breakfast,,,15.313250000000002,,
Liberty Middle,Breakfast,0.8333333333333334,7.180000000000007,7.444749999999999,900.0,0.0
Little Run Elementary,Breakfast,0.896551724137931,26.306062499999996,7.171499999999999,52.0,10.526315789473685
London Towne Elementary,Breakfast,1.0,181.82166666666666,17.34825,366.6666666666667,10.0
Longfellow Middle,Breakfast,,,13.749500000000001,,
Lorton Station Elementary,Breakfast,,,3.0454999999999997,,
Louise Archer Elementary,Breakfast,1.0,,5.5855,500.0,0.0
Luther Jackson Middle,Breakfast,0.6444444444444445,42.08641309523809,9.19125,28.571428571428573,41.1764705882353
Lynbrook Elementary,Breakfast,0.75,165.58833333333334,11.854,133.33333333333334,7.142857142857143
MARSHALL HS,Breakfast,,,10.448,,
MT VERNON HS,Breakfast,0.5875,115.59854574592076,26.475750000000005,61.25,30.0
Madison High,Breakfast,0.7297297297297297,21.039223181514846,9.047,70.27027027027027,35.0
Mantua Elementary,Breakfast,0.868421052631579,54.8424611572638,33.7285,3.2388663967611335,65.0
Marshall Road Elementary,Breakfast,0.8269230769230769,35.41342857142857,14.94325,104.34782608695652,22.22222222222222
Mason Crest Elementary,Breakfast,0.5175438596491229,22.388347446413235,8.74675,37.719298245614034,35.0
McLean High,Breakfast,0.9375,90.41714285714285,9.627500000000001,21.73913043478261,33.333333333333336
McNair Elementary,Breakfast,1.0548387096774194,150.18656758579584,19.6575,43.506493506493506,44.44444444444444
McNair Upper Elementary,Breakfast,0.7926829268292683,52.2401826923077,14.2195,80.48780487804878,15.0
Mosaic Elementary,Breakfast,0.7916666666666666,53.76275238095237,23.90225,35.294117647058826,42.10526315789474
Mount Eagle Elementary,Breakfast,1.0,56.97402941176471,13.798749999999998,0.0,25.0
Mt. Vernon Woods Elementary,Breakfast,1.2386363636363635,137.30701636904757,19.338,42.857142857142854,31.57894736842105
Navy Elementary,Breakfast,1.0,46.05333333333333,3.0040000000000004,166.66666666666666,6.25
Newington Forest Elementary,Breakfast,0.9193548387096774,36.569423076923066,16.416052631578946,29.032258064516128,15.789473684210526
North Springfield Elementary,Breakfast,0.8333333333333334,10.652857142857142,6.03175,277.77777777777777,15.0
Oak Hill Elementary,Breakfast,0.8297872340425532,39.64366666666667,5.10975,65.95744680851064,40.0
Oak View Elementary,Breakfast,1.0454545454545454,59.90219218749999,11.924999999999999,169.6969696969697,10.0
Oakton Elementary,Breakfast,0.8818897637795275,9.131701172208013,5.795249999999999,52.75590551181102,30.0
Oakton High,Breakfast,0.6428571428571429,101.72786458333331,19.464,171.42857142857142,5.0
Olde Creek Elementary,Breakfast,0.4807692307692308,18.075333333333326,6.678500000000001,36.53846153846154,30.0
Orange Hunt Elementary,Breakfast,0.7142857142857143,17.948333333333334,18.395999999999997,260.0,10.526315789473685
Parklawn Elementary,Breakfast,1.0384615384615385,57.82169370112415,44.92499999999999,172.1153846153846,15.0
Pine Spring Elementary,Breakfast,0.15384615384615385,12.86755555555556,13.943000000000001,276.9230769230769,0.0
Poe Middle,Breakfast,1.0,,51.371500000000005,0.0,0.0
Poplar Tree Elementary,Breakfast,0.9166666666666666,24.998297619047616,4.180250000000001,95.23809523809524,23.529411764705884
Providence Elementary,Breakfast,0.9940476190476191,39.46467668269231,38.97500000000001,92.95774647887323,33.333333333333336
Ravensworth Elementary,Breakfast,0.9333333333333333,33.87379629629629,6.7715000000000005,71.42857142857143,43.75
Riverside Elementary,Breakfast,,,14.351500000000001,,
Robinson Secondary,Breakfast,0.84,38.449523809523804,11.023249999999997,86.95652173913044,31.57894736842105
Rocky Run Middle,Breakfast,1.0,,9.27725,200.0,0.0
Rolling Valley Elementary,Breakfast,1.0,35.965833333333336,9.26525,0.0,11.11111111111111
Rose Hill Elementary,Breakfast,0.8846153846153846,99.99952380952381,11.63175,0.0,20.0
SOUTH COUNTY HS,Breakfast,1.0,96.82921875,15.924499999999998,6.521739130434782,36.36363636363637
Sandburg Middle,Breakfast,,,6.8311111111111105,,
Sangster Elementary,Breakfast,,,11.913750000000002,,
Saratoga Elementary,Breakfast,0.8421052631578947,76.68942708333333,20.680750000000003,38.888888888888886,47.05882352941177
Shrevewood Elementary,Breakfast,0.9523809523809523,76.94948412698412,44.271499999999996,78.94736842105263,31.57894736842105
Silverbrook Elementary,Breakfast,0.9791666666666666,38.355515873015875,9.538250000000001,9.523809523809524,20.0
Sleepy Hollow Elementary,Breakfast,,,9.537,,
South County Middle,Breakfast,1.0,27.05,8.528000000000002,33.333333333333336,13.333333333333334
South Lakes High,Breakfast,0.949685534591195,43.902991745459715,16.26175,81.13207547169812,20.0
Spring Hill Elementary,Breakfast,0.5476190476190477,54.84603174603174,5.5409999999999995,128.57142857142858,15.0
Springfield Estates Elementary,Breakfast,,,6.019250000000001,,
Stenwood Elementary,Breakfast,0.6296296296296297,24.994791666666668,14.925500000000003,74.07407407407408,25.0
Stone Middle,Breakfast,0.625,33.001041666666666,6.7147499999999996,120.0,15.0
Stratford Landing Elementary,Breakfast,1.0,,16.423750000000002,2300.0,0.0
Sunrise Valley Elementary,Breakfast,0.45714285714285713,24.63796875,8.01,42.857142857142854,25.0
Terraset Elementary,Breakfast,1.0384615384615385,70.2437,40.274499999999996,176.92307692307693,15.0
Thoreau Middle,Breakfast,0.975,26.833823529411763,4.9007499999999995,21.05263157894737,10.526315789473685
Timber Lane Elementary,Breakfast,1.0,131.72099999999998,24.329,0.0,42.857142857142854
Twain Middle,Breakfast,1.0,22.069444444444446,12.162999999999998,66.66666666666667,17.647058823529413
Union Mill Elementary,Breakfast,0.6006493506493507,11.35522604540537,14.985999999999999,32.467532467532465,40.0
Vienna Elementary,Breakfast,0.6785714285714286,14.868125000000001,4.390000000000001,150.0,15.0
Virginia Run Elementary,Breakfast,0.46296296296296297,71.75552777777779,21.639250000000004,44.44444444444444,15.0
WESTFIELD HS,Breakfast,0.8095238095238095,109.81077777777779,20.726999999999997,147.3684210526316,15.789473684210526
Wakefield Forest Elementary,Breakfast,0.9555555555555556,17.729792517006803,13.10675,57.89473684210526,41.1764705882353
Waples Mill Elementary,Breakfast,,,3.8547499999999992,,
Washington Mill Elementary,Breakfast,,,11.97625,,
Waynewood Elementary,Breakfast,1.0,4.541666666666666,22.803999999999995,250.0,6.25
West Potomac High,Breakfast,,,29.10812499999999,,
West Springfield Elementary,Breakfast,0.75,24.192916666666665,13.957749999999999,83.33333333333333,5.882352941176471
West Springfield High,Breakfast,1.0,73.375,11.629499999999998,33.333333333333336,15.384615384615385
Westbriar Elementary,Breakfast,0.5075757575757576,4.382047138047138,3.2588888888888885,16.260162601626018,64.70588235294117
Westgate Elementary,Breakfast,0.5,3.759999999999991,13.761,500.0,0.0
Westlawn Elementary,Breakfast,1.0,,10.708250000000003,0.0,0.0
Weyanoke Elementary,Breakfast,1.3076923076923077,142.48458333333335,43.806,1800.0,0.0
White Oaks Elementary,Breakfast,0.6052631578947368,13.048703703703707,6.018749999999999,55.26315789473684,30.0
Whitman Middle School,Breakfast,1.0,,28.59099999999999,0.0,0.0
Willow Springs Elementary,Breakfast,0.8125,37.597,4.5595,187.5,10.0
Wolftrap Elementary,Breakfast,0.3412698412698413,2.2019333333333346,2.8394999999999997,31.746031746031747,15.0
Woodburn Elementary,Breakfast,,,5.285500000000001,,
Woodlawn Elementary,Breakfast,1.0,,12.177,200.0,0.0
Woodley Hills Elementary,Breakfast,,,46.155,,
Woodson High,Breakfast,1.0,,7.595249999999998,0.0,0.0
Aldrin Elementary,Lunch,0.7116564417177914,78.69501950393357,17.472749999999998,19.01840490797546,60.0
Annandale High,Lunch,0.22135102533172496,6.975852098198482,56.00624999999998,34.13751507840772,10.0
Annandale Terrace Elementary,Lunch,0.34545454545454546,161.94904385964915,54.06849999999999,69.0909090909091,5.0
Armstrong Elementary,Lunch,0.329557157569516,3.6226747660420195,18.7375,60.45314109165808,5.0
Beech Tree Elementary,Lunch,1.265472312703583,49.75745378445953,26.245250000000006,142.01954397394138,25.0
Belle View Elementary,Lunch,1.0,205.4,9.787250000000002,11.764705882352942,8.333333333333334
Belvedere Elementary,Lunch,0.8546511627906976,200.89703603603604,58.765499999999996,81.70731707317073,31.25
Bonnie Brae Elementary,Lunch,0.29598145285935085,4.342296212646995,7.048,28.825347758887172,15.0
Braddock Elementary,Lunch,1.0,,0.11400000000000002,300.0,0.0
Bren Mar Park Elementary,Lunch,0.3839479392624729,16.413896580962327,13.996842105263156,22.7765726681128,47.36842105263158
Brookfield Elementary,Lunch,0.7255520504731862,17.815308366015266,19.266250000000003,61.51419558359621,30.0
Bucknell Elementary,Lunch,0.5043478260869565,148.64954619408365,45.67100000000001,41.0,15.789473684210526
Bull Run Elementary,Lunch,1.0,98.97999999999996,14.748749999999998,66.66666666666667,9.090909090909092
Bush Hill Elementary,Lunch,0.6428571428571429,95.94784660502097,30.5745,102.76497695852535,10.0
CHANTILLY HS,Lunch,0.7956521739130434,536.3781543314777,249.706,114.34782608695652,20.0
Camelot Elementary,Lunch,0.6633165829145728,143.21737110606782,17.17,32.663316582914575,40.0
Cameron Elementary,Lunch,1.043956043956044,115.08914962121213,162.478,52.23880597014925,20.0
Canterbury Woods Elementary,Lunch,0.38752052545155996,6.267940603168347,8.588750000000003,41.37931034482759,10.0
Cardinal Forest Elementary,Lunch,0.8333333333333334,248.78685859929078,13.059000000000006,24.0,30.0
Carson Middle,Lunch,0.36015538290788013,3.839904373262393,27.759999999999998,58.879023307436185,10.0
Centre Ridge Elementary,Lunch,0.6691176470588235,386.69648863636365,93.696,23.529411764705884,15.0
Centreville Elementary,Lunch,0.44089456869009586,65.26488985920125,106.42225,28.75399361022364,40.0
Centreville High,Lunch,0.45296838858905164,52.40349829535764,36.0905,22.0508866615266,50.0
Cherry Run Elementary,Lunch,0.5727272727272728,99.78624166666667,13.714000000000002,65.45454545454545,15.0
Chesterbrook Elementary,Lunch,1.0,19.491014285714286,10.662249999999998,0.0,42.857142857142854
Churchill Road Elementary,Lunch,0.753257328990228,49.30592979268095,23.5345,23.452768729641694,65.0
Clearview Elementary,Lunch,0.7675378266850069,18.30321311955489,30.862999999999992,20.15130674002751,35.0
Clermont Elementary,Lunch,0.44074074074074077,58.28096932234433,31.13175,54.074074074074076,30.0
Coates Elementary,Lunch,0.9043478260869565,33.94525487720339,106.84949999999999,98.9247311827957,31.57894736842105
Colin Powell Elementary,Lunch,1.0,313.532228804241,82.75625,45.283018867924525,45.0
Columbia Elementary,Lunch,0.874251497005988,16.007264850727836,29.65349999999999,33.75,15.789473684210526
Colvin Run Elementary,Lunch,0.40304709141274236,14.186070670399758,14.428749999999997,47.9224376731302,20.0
Cooper Middle,Lunch,0.6111111111111112,228.61350681116173,46.609749999999984,35.44973544973545,45.0
Crestwood Elementary,Lunch,0.5252225519287834,57.00144188649691,31.944749999999992,17.2106824925816,65.0
Crossfield Elementary,Lunch,0.5654627539503386,23.736757669544687,17.736000000000004,24.604966139954854,45.0
Cub Run Elementary,Lunch,0.4087193460490463,22.808524516006866,50.27974999999999,71.38964577656675,10.0
Cunningham Park Elementary,Lunch,0.6614173228346457,94.71543093885278,29.54325,38.58267716535433,45.0
Daniels Run Elementary,Lunch,0.7461024498886414,120.84433368223489,86.59675,57.6837416481069,20.0
Deer Park Elementary,Lunch,0.8501577287066246,102.06668913329685,88.602,48.26498422712934,45.0
Dogwood Elementary,Lunch,0.6875,33.840941666666666,172.43900000000002,119.8529411764706,15.789473684210526
Dranesville Elementary,Lunch,1.0,19.49252032520325,19.55,78.84615384615384,16.666666666666668
Eagle View Elementary,Lunch,0.7934782608695652,281.05658067765563,87.93025,69.56521739130434,25.0
Edison High,Lunch,,,65.045,600.0,0.0
FALLS CHURCH HS,Lunch,1.0,401.73607142857145,120.367,0.0,11.11111111111111
Fairfax High,Lunch,0.6596758817921831,60.98019338457027,117.60525,30.40991420400381,30.0
Fairfax Villa Elementary,Lunch,1.0,,11.22125,0.0,0.0
Fairhill Elementary,Lunch,0.7976190476190477,257.8797916666667,23.7105,42.42424242424242,25.0
Fairview Elementary,Lunch,1.7125850340136055,117.30715106209149,20.37325,158.843537414966,20.0
Flint Hill Elementary,Lunch,1.0413223140495869,263.8790426795427,19.488999999999997,55.37190082644628,50.0
Floris Elementary,Lunch,0.39917269906928643,5.6408389704938715,27.320249999999998,71.66494312306101,10.0
Forest Edge Elementary,Lunch,0.6662971175166297,43.53583447444519,7.670749999999998,12.416851441241684,65.0
Forestdale Elementary,Lunch,0.7712765957446809,340.70941044016286,33.32699999999999,36.55913978494624,44.44444444444444
Forestville Elementary,Lunch,0.28248974008207933,4.983985937422891,44.1185,15.73187414500684,45.0
Fort Belvoir Primary Elementary,Lunch,0.5971223021582733,31.849826463569297,120.59799999999998,39.20863309352518,20.0
Fort Belvoir Upper Elementary,Lunch,0.5,125.29868107769423,41.175,57.142857142857146,20.0
Fort Hunt Elementary,Lunch,1.04337899543379,57.41792807949626,23.859250000000003,113.14285714285714,26.31578947368421
Fox Mill Elementary,Lunch,0.2997512437810945,5.400310699250282,18.71175,9.701492537313433,65.0
Franconia Elementary,Lunch,0.9232954545454546,112.4508281573499,59.700250000000004,95.95375722543352,21.05263157894737
Franklin Middle,Lunch,0.9714573539288113,23.81277327595955,94.796,41.101410342511755,55.0
Franklin Sherman Elementary,Lunch,0.6751101321585903,17.33948973150215,16.13875,48.458149779735685,40.0
Freedom Hill Elementary,Lunch,0.6009791921664627,22.73631692804205,70.32524999999998,21.297429620563037,50.0
Frost Middle,Lunch,0.6685049019607843,48.22101721225026,101.14475,36.27450980392157,55.0
Garfield Elementary,Lunch,0.7115384615384616,108.72138950617284,5.78,31.372549019607842,52.63157894736842
Glasgow Middle,Lunch,0.8424657534246576,329.58427053571427,18.172999999999995,56.16438356164384,40.0
Glen Forest Elementary,Lunch,0.7276315789473684,56.719604633264666,68.50825,67.10526315789474,20.0
Graham Road Elementary,Lunch,0.7644787644787645,328.39421720244474,136.38825000000003,4.2471042471042475,70.0
Great Falls Elementary,Lunch,0.9709302325581395,107.90711844916777,30.502999999999997,70.0,42.10526315789474
Greenbriar East Elementary,Lunch,0.968944099378882,300.69901741986087,194.04674999999997,10.69182389937107,76.92307692307692
Greenbriar West Elementary,Lunch,0.7438650306748467,103.15328797087413,19.784499999999998,27.300613496932517,50.0
Groveton Elementary,Lunch,0.8564154786150713,210.98043586098476,76.35575000000001,23.360655737704917,61.111111111111114
Gunston Elementary,Lunch,0.9866666666666667,174.74803309864276,17.5625,61.0,30.0
HAYFIELD SS,Lunch,0.7017783857729138,125.43841368629046,198.18225,61.01231190150479,30.0
HERNDON HS,Lunch,1.0,,115.6935,100.0,0.0
Halley Elementary,Lunch,0.16221374045801526,11.35171363899581,10.834750000000001,49.23664122137404,5.0
Haycock Elementary,Lunch,0.6746031746031746,82.24035452485589,29.101999999999997,49.20634920634921,45.0
Hayfield Elementary,Lunch,0.873015873015873,186.81981356275304,64.82575,74.60317460317461,20.0
Herndon Elementary,Lunch,0.23275862068965517,11.055551648133328,16.411749999999998,13.362068965517242,50.0
Herndon Middle,Lunch,0.34812286689419797,16.082298190777514,9.14925,11.433447098976108,55.0
Hollin Meadows Elementary,Lunch,,,14.495,,
Holmes Middle,Lunch,0.7507936507936508,125.93449478757056,85.69575,78.41269841269842,40.0
Hughes Middle,Lunch,1.0,,26.280749999999994,800.0,0.0
Hunt Valley Elementary,Lunch,0.05263157894736842,75.33002777777777,4.348250000000001,110.52631578947368,0.0
Hunters Woods Elementary,Lunch,0.5320945945945946,29.39140722948721,23.0465,33.78378378378378,40.0
Hutchison Elementary,Lunch,0.6884615384615385,39.810333131151296,135.3845,48.07692307692308,35.0
Hybla Valley Elementary,Lunch,0.24473684210526317,4.970873918049626,92.973,16.466165413533833,45.0
Irving Middle,Lunch,0.4422141119221411,30.473757815816736,26.471249999999998,15.085158150851582,50.0
Island Creek Elementary,Lunch,,,7.599999999999994,,
Jefferson High,Lunch,0.9666666666666667,927.5205000000001,81.33975,100.0,6.25
Johnson Middle,Lunch,0.30067189249720044,12.294929252936475,63.48600000000001,11.98208286674132,35.0
Justice High,Lunch,0.6623222748815166,67.48631549601168,57.02475,53.08056872037915,20.0
Keene Mill Elementary,Lunch,0.0,87.26500000000004,14.488999999999999,950.0,0.0
Kent Gardens Elementary,Lunch,1.0,,48.032,0.0,0.0
Key Middle,Lunch,0.7699530516431925,80.70835881314069,120.27374999999999,17.84037558685446,50.0
Kilmer Middle,Lunch,0.47653429602888087,38.472187410866376,54.56499999999998,37.18411552346571,35.0
Kings Glen Elementary,Lunch,0.7307692307692307,229.68828205128204,14.875250000000003,87.17948717948718,30.0
Kings Park Elementary,Lunch,,,111.11024999999998,,
Lake Anne Elementary,Lunch,0.437780269058296,9.991214489685328,26.045500000000004,28.251121076233183,40.0
Lake Braddock Secondary,Lunch,0.2925311203319502,77.55595146103897,38.82050000000001,60.16597510373444,5.0
Lane Elementary,Lunch,1.4261083743842364,32.6640469366331,32.31824999999999,86.37110016420361,30.0
Langley High,Lunch,0.6783625730994152,171.08629067460316,29.788,50.87719298245614,35.0
Laurel Hill Elementary,Lunch,1.0,11.929,137.55650000000003,50.0,11.11111111111111
Laurel Ridge Elementary,Lunch,0.36666666666666664,30.498397457201815,68.90424999999999,42.592592592592595,30.0
Lees Corner Elementary,Lunch,0.6096491228070176,38.33701891980569,47.138000000000005,50.90909090909091,42.10526315789474
Lemon Road Elementary,Lunch,1.032258064516129,136.3351669214911,34.146750000000004,90.3225806451613,35.0
Lewis High,Lunch,1.0,,36.452,0.0,0.0
Liberty Middle,Lunch,0.5,350.3676363636364,31.60225000000001,161.29032258064515,10.0
Little Run Elementary,Lunch,0.9947916666666666,120.94267931128142,17.939500000000002,35.416666666666664,40.0
London Towne Elementary,Lunch,0.579746835443038,38.37486522006397,26.36275,92.40506329113924,20.0
Longfellow Middle,Lunch,0.3532608695652174,71.64084490740741,56.90775,80.43478260869566,5.0
Lorton Station Elementary,Lunch,0.3333333333333333,198.51814705882342,7.051250000000001,70.83333333333333,5.0
Louise Archer Elementary,Lunch,0.25290215588723053,7.129715329997643,27.691499999999998,51.575456053067995,5.0
Luther Jackson Middle,Lunch,0.8587257617728532,142.2725786403411,77.07250000000002,47.863247863247864,36.8421052631579
Lynbrook Elementary,Lunch,0.9967948717948718,270.84470833333324,44.261,64.1025641025641,25.0
MARSHALL HS,Lunch,1.0,1206.5579166666666,48.47625000000001,42.5,22.22222222222222
MT VERNON HS,Lunch,0.6827880512091038,40.7860489039905,107.49949999999998,55.76102418207682,25.0
